Abecean_Longfin,0,Weakness_to_Frost,0,Fortify_Sneak,0,Weakness_to_Poison,0,Fortify_Restoration,0
Ancestor_Moth_Wing,0,Damage_Stamina,0,Fortify_Conjuration,0,Damage_Magicka_Regen,0,Fortify_Enchanting,0
Ash_Creep_Cluster,0,Damage_Stamina,0,Invisibility,0,Resist_Fire,0,Fortify_Destruction,0
Ash_Hopper_Jelly,0,Restore_Health,0,Fortify_Light_Armor,0,Resist_Shock,0,Weakness_to_Frost,0
Ashen_Grass_Pod,0,Resist_Fire,0,Weakness_to_Shock,0,Fortify_Lockpicking,0,Fortify_Sneak,0
Bear_Claws,0,Restore_Stamina,0,Fortify_Health,0,Fortify_One-Handed,0,Damage_Magicka_Regen,0
Bee,0,Restore_Stamina,0,Ravage_Stamina,0,Regenerate_Stamina,0,Weakness_to_Shock,0
Beehive_Husk,0,Resist_Poison,0,Fortify_Light_Armor,0,Fortify_Sneak,0,Fortify_Destruction,0
Bleeding_Crown,0,Weakness_to_Fire,0,Fortify_Block,0,Weakness_to_Poison,0,Resist_Magic,0
Blisterwort,0,Damage_Stamina,0,Frenzy,0,Restore_Health,0,Fortify_Smithing,0
Blue_Butterfly_Wing,0,Damage_Stamina,0,Fortify_Conjuration,0,Damage_Magicka_Regen,0,Fortify_Enchanting,0
Blue_Dartwing,0,Resist_Shock,0,Fortify_Pickpocket,0,Restore_Health,0,Fear,0
Blue_Mountain_Flower,0,Restore_Health,0,Fortify_Conjuration,0,Fortify_Health,0,Damage_Magicka_Regen,0
Boar_Tusk,0,Fortify_Stamina,0,Fortify_Health,0,Fortify_Block,0,Frenzy,0
Bone_Meal,0,Damage_Stamina,0,Resist_Fire,0,Fortify_Conjuration,0,Ravage_Stamina,0
Briar_Heart,0,Restore_Magicka,0,Fortify_Block,0,Paralysis,0,Fortify_Magicka,0
Burnt_Spriggan_Wood,0,Weakness_to_Fire,0,Fortify_Alteration,0,Damage_Magicka_Regen,0,Slow,0
Butterfly_Wing,0,Restore_Health,0,Fortify_Barter,0,Lingering_Damage_Stamina,0,Damage_Magicka,0
Canis_Root,0,Damage_Stamina,0,Fortify_One-Handed,0,Fortify_Marksman,0,Paralysis,0
Charred_Skeever_Hide,0,Restore_Stamina,0,Cure_Disease,0,Resist_Poison,0,Restore_Health,0
Chaurus_Eggs,0,Weakness_to_Poison,0,Fortify_Stamina,0,Damage_Magicka,0,Invisibility,0
Chaurus_Hunter_Antennae,0,Damage_Stamina,0,Fortify_Conjuration,0,Damage_Magicka_Regen,0,Fortify_Enchanting,0
Chickens_Egg,0,Resist_Magic,0,Damage_Magicka_Regen,0,Waterbreathing,0,Lingering_Damage_Stamina,0
Creep_Cluster,0,Restore_Magicka,0,Damage_Stamina_Regen,0,Fortify_Carry_Weight,0,Weakness_to_Magic,0
Crimson_Nirnroot,0,Damage_Health,0,Damage_Stamina,0,Invisibility,0,Resist_Magic,0
Cyrodilic_Spadetail,0,Damage_Stamina,0,Fortify_Restoration,0,Fear,0,Ravage_Health,0
Daedra_Heart,0,Restore_Health,0,Damage_Stamina_Regen,0,Damage_Magicka,0,Fear,0
Deathbell,0,Damage_Health,0,Ravage_Stamina,0,Slow,0,Weakness_to_Poison,0
Dragons_Tongue,0,Resist_Fire,0,Fortify_Barter,0,Fortify_Illusion,0,Fortify_Two-Handed,0
Dwarven_Oil,0,Weakness_to_Magic,0,Fortify_Illusion,0,Regenerate_Magicka,0,Restore_Magicka,0
Ectoplasm,0,Restore_Magicka,0,Fortify_Destruction,0,Fortify_Magicka,0,Damage_Health,0
Elves_Ear,0,Restore_Magicka,0,Fortify_Marksman,0,Weakness_to_Frost,0,Resist_Fire,0
Emperor_Parasol_Moss,0,Damage_Health,0,Fortify_Magicka,0,Regenerate_Health,0,Fortify_Two-Handed,0
Eye_of_Sabre_Cat,0,Restore_Stamina,0,Ravage_Health,0,Damage_Magicka,0,Restore_Health,0
Falmer_Ear,0,Damage_Health,0,Frenzy,0,Resist_Poison,0,Fortify_Lockpicking,0
Felsaad_Tern_Feathers,0,Restore_Health,0,Fortify_Light_Armor,0,Cure_Disease,0,Resist_Magic,0
Fire_Salts,0,Weakness_to_Frost,0,Resist_Fire,0,Restore_Magicka,0,Regenerate_Magicka,0
Fly_Amanita,0,Resist_Fire,0,Fortify_Two-Handed,0,Frenzy,0,Regenerate_Stamina,0
Frost_Mirriam,0,Resist_Frost,0,Fortify_Sneak,0,Ravage_Magicka,0,Damage_Stamina_Regen,0
Frost_Salts,0,Weakness_to_Fire,0,Resist_Frost,0,Restore_Magicka,0,Fortify_Conjuration,0
Garlic,0,Resist_Poison,0,Fortify_Stamina,0,Regenerate_Magicka,0,Regenerate_Health,0
Giant_Lichen,0,Weakness_to_Shock,0,Ravage_Health,0,Weakness_to_Poison,0,Restore_Magicka,0
Giants_Toe,0,Damage_Stamina,0,Fortify_Health,0,Fortify_Carry_Weight,0,Damage_Stamina_Regen,0
Gleamblossom,0,Resist_Magic,0,Fear,0,Regenerate_Health,0,Paralysis,0
Glow_Dust,0,Damage_Magicka,0,Damage_Magicka_Regen,0,Fortify_Destruction,0,Resist_Shock,0
Glowing_Mushroom,0,Resist_Shock,0,Fortify_Destruction,0,Fortify_Smithing,0,Fortify_Health,0
Grass_Pod,0,Resist_Poison,0,Ravage_Magicka,0,Fortify_Alteration,0,Restore_Magicka,0
Hagraven_Claw,0,Resist_Magic,0,Lingering_Damage_Magicka,0,Fortify_Enchanting,0,Fortify_Barter,0
Hagraven_Feathers,0,Damage_Magicka,0,Fortify_Conjuration,0,Frenzy,0,Weakness_to_Shock,0
Hanging_Moss,0,Damage_Magicka,0,Fortify_Health,0,Damage_Magicka_Regen,0,Fortify_One-Handed,0
Hawk_Beak,0,Restore_Stamina,0,Resist_Frost,0,Fortify_Carry_Weight,0,Resist_Shock,0
Hawk_Feathers,0,Cure_Disease,0,Fortify_Light_Armor,0,Fortify_One-Handed,0,Fortify_Sneak,0
Hawks_Egg,0,Resist_Magic,0,Damage_Magicka_Regen,0,Waterbreathing,0,Lingering_Damage_Stamina,0
Histcarp,0,Restore_Stamina,0,Fortify_Magicka,0,Damage_Stamina_Regen,0,Waterbreathing,0
Honeycomb,0,Restore_Stamina,0,Fortify_Block,0,Fortify_Light_Armor,0,Ravage_Stamina,0
Human_Flesh,0,Damage_Health,0,Paralysis,0,Restore_Magicka,0,Fortify_Sneak,0
Human_Heart,0,Damage_Health,0,Damage_Magicka,0,Damage_Magicka_Regen,0,Frenzy,0
Ice_Wraith_Teeth,0,Weakness_to_Frost,0,Fortify_Heavy_Armor,0,Invisibility,0,Weakness_to_Fire,0
Imp_Stool,0,Damage_Health,0,Lingering_Damage_Health,0,Paralysis,0,Restore_Health,0
Jarrin_Root,0,Damage_Health,0,Damage_Magicka,0,Damage_Stamina,0,Damage_Magicka_Regen,0
Jazbay_Grapes,0,Weakness_to_Magic,0,Fortify_Magicka,0,Regenerate_Magicka,0,Ravage_Health,0
Juniper_Berries,0,Weakness_to_Fire,0,Fortify_Marksman,0,Regenerate_Health,0,Damage_Stamina_Regen,0
Large_Antlers,0,Restore_Stamina,0,Fortify_Stamina,0,Slow,0,Damage_Stamina_Regen,0
Lavender,0,Resist_Magic,0,Fortify_Stamina,0,Ravage_Magicka,0,Fortify_Conjuration,0
Luna_Moth_Wing,0,Damage_Magicka,0,Fortify_Light_Armor,0,Regenerate_Health,0,Invisibility,0
Moon_Sugar,0,Weakness_to_Fire,0,Resist_Frost,0,Restore_Magicka,0,Regenerate_Magicka,0
Mora_Tapinella,0,Restore_Magicka,0,Lingering_Damage_Health,0,Regenerate_Stamina,0,Fortify_Illusion,0
Mudcrab_Chitin,0,Restore_Stamina,0,Cure_Disease,0,Resist_Poison,0,Resist_Fire,0
Namiras_Rot,0,Damage_Magicka,0,Fortify_Lockpicking,0,Fear,0,Regenerate_Health,0
Netch_Jelly,0,Paralysis,0,Fortify_Carry_Weight,0,Restore_Stamina,0,Fear,0
Nightshade,0,Damage_Health,0,Damage_Magicka_Regen,0,Lingering_Damage_Stamina,0,Fortify_Destruction,0
Nirnroot,0,Damage_Health,0,Damage_Stamina,0,Invisibility,0,Resist_Magic,0
Nordic_Barnacle,0,Damage_Magicka,0,Waterbreathing,0,Regenerate_Health,0,Fortify_Pickpocket,0
Orange_Dartwing,0,Restore_Stamina,0,Ravage_Magicka,0,Fortify_Pickpocket,0,Lingering_Damage_Health,0
Pearl,0,Restore_Stamina,0,Fortify_Block,0,Restore_Magicka,0,Resist_Shock,0
Pine_Thrush_Egg,0,Restore_Stamina,0,Fortify_Lockpicking,0,Weakness_to_Poison,0,Resist_Shock,0
Poison_Bloom,0,Damage_Health,0,Slow,0,Fortify_Carry_Weight,0,Fear,0
Powdered_Mammoth_Tusk,0,Restore_Stamina,0,Fortify_Sneak,0,Weakness_to_Fire,0,Fear,0
Purple_Mountain_Flower,0,Restore_Stamina,0,Fortify_Sneak,0,Lingering_Damage_Magicka,0,Resist_Frost,0
Red_Mountain_Flower,0,Restore_Magicka,0,Ravage_Magicka,0,Fortify_Magicka,0,Damage_Health,0
River_Betty,0,Damage_Health,0,Fortify_Alteration,0,Slow,0,Fortify_Carry_Weight,0
Rock_Warbler_Egg,0,Restore_Health,0,Fortify_One-Handed,0,Damage_Stamina,0,Weakness_to_Magic,0
Sabre_Cat_Tooth,0,Restore_Stamina,0,Fortify_Heavy_Armor,0,Fortify_Smithing,0,Weakness_to_Poison,0
Salmon_Roe,0,Restore_Stamina,0,Waterbreathing,0,Fortify_Magicka,0,Regenerate_Magicka,0
Salt_Pile,0,Weakness_to_Magic,0,Fortify_Restoration,0,Slow,0,Regenerate_Magicka,0
Scaly_Pholiota,0,Weakness_to_Magic,0,Fortify_Illusion,0,Regenerate_Stamina,0,Fortify_Carry_Weight,0
Scathecraw,0,Ravage_Health,0,Ravage_Stamina,0,Ravage_Magicka,0,Lingering_Damage_Health,0
Silverside_Perch,0,Restore_Stamina,0,Damage_Stamina_Regen,0,Ravage_Health,0,Resist_Frost,0
Skeever_Tail,0,Damage_Stamina_Regen,0,Ravage_Health,0,Damage_Health,0,Fortify_Light_Armor,0
Slaughterfish_Egg,0,Resist_Poison,0,Fortify_Pickpocket,0,Lingering_Damage_Health,0,Fortify_Stamina,0
Slaughterfish_Scales,0,Resist_Frost,0,Lingering_Damage_Health,0,Fortify_Heavy_Armor,0,Fortify_Block,0
Small_Antlers,0,Weakness_to_Poison,0,Fortify_Restoration,0,Lingering_Damage_Stamina,0,Damage_Health,0
Small_Pearl,0,Restore_Stamina,0,Fortify_One-Handed,0,Fortify_Restoration,0,Resist_Frost,0
Snowberries,0,Resist_Fire,0,Fortify_Enchanting,0,Resist_Frost,0,Resist_Shock,0
Spawn_Ash,0,Ravage_Stamina,0,Resist_Fire,0,Fortify_Enchanting,0,Ravage_Magicka,0
Spider_Egg,0,Damage_Stamina,0,Damage_Magicka_Regen,0,Fortify_Lockpicking,0,Fortify_Marksman,0
Spriggan_Sap,0,Damage_Magicka_Regen,0,Fortify_Enchanting,0,Fortify_Smithing,0,Fortify_Alteration,0
Swamp_Fungal_Pod,0,Resist_Shock,0,Lingering_Damage_Magicka,0,Paralysis,0,Restore_Health,0
Taproot,0,Weakness_to_Magic,0,Fortify_Illusion,0,Regenerate_Magicka,0,Restore_Magicka,0
Thistle_Branch,0,Resist_Frost,0,Ravage_Stamina,0,Resist_Poison,0,Fortify_Heavy_Armor,0
Torchbug_Thorax,0,Restore_Stamina,0,Lingering_Damage_Magicka,0,Weakness_to_Magic,0,Fortify_Stamina,0
Trama_Root,0,Weakness_to_Shock,0,Fortify_Carry_Weight,0,Damage_Magicka,0,Slow,0
